run_accession	fastq_ftp
SRR2139988	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2139988/SRR2139988.fastq.gz
SRR2139989	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2139989/SRR2139989.fastq.gz
SRR2139990	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/000/SRR2139990/SRR2139990.fastq.gz
SRR2139993	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2139993/SRR2139993.fastq.gz
SRR2139995	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2139995/SRR2139995.fastq.gz
SRR2139996	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2139996/SRR2139996.fastq.gz
SRR2140000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/000/SRR2140000/SRR2140000.fastq.gz
SRR2140002	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/002/SRR2140002/SRR2140002.fastq.gz
SRR2140010	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/000/SRR2140010/SRR2140010.fastq.gz
SRR2140015	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/005/SRR2140015/SRR2140015.fastq.gz
SRR2140018	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/008/SRR2140018/SRR2140018.fastq.gz
SRR2140019	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/009/SRR2140019/SRR2140019.fastq.gz
SRR2140026	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/006/SRR2140026/SRR2140026.fastq.gz
SRR2140027	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/007/SRR2140027/SRR2140027.fastq.gz
SRR2140029	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/009/SRR2140029/SRR2140029.fastq.gz
SRR2140034	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/004/SRR2140034/SRR2140034.fastq.gz
SRR2140037	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/007/SRR2140037/SRR2140037.fastq.gz
SRR2140042	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/002/SRR2140042/SRR2140042.fastq.gz
SRR2140044	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/004/SRR2140044/SRR2140044.fastq.gz
SRR2140046	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/006/SRR2140046/SRR2140046.fastq.gz
SRR2140047	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/007/SRR2140047/SRR2140047.fastq.gz
SRR2140048	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/008/SRR2140048/SRR2140048.fastq.gz
SRR2140049	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/009/SRR2140049/SRR2140049.fastq.gz
SRR2140051	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/001/SRR2140051/SRR2140051.fastq.gz
SRR2140052	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/002/SRR2140052/SRR2140052.fastq.gz
SRR2140053	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/003/SRR2140053/SRR2140053.fastq.gz
SRR2140057	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/007/SRR2140057/SRR2140057.fastq.gz
SRR2140064	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/004/SRR2140064/SRR2140064.fastq.gz
SRR2140065	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/005/SRR2140065/SRR2140065.fastq.gz
SRR2140066	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/006/SRR2140066/SRR2140066.fastq.gz
SRR2140073	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/003/SRR2140073/SRR2140073.fastq.gz
SRR2140075	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/005/SRR2140075/SRR2140075.fastq.gz
SRR2140076	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/006/SRR2140076/SRR2140076.fastq.gz
SRR2140086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/006/SRR2140086/SRR2140086.fastq.gz
SRR2140091	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/001/SRR2140091/SRR2140091.fastq.gz
SRR2140095	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/005/SRR2140095/SRR2140095.fastq.gz
SRR2140098	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/008/SRR2140098/SRR2140098.fastq.gz
SRR2140101	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/001/SRR2140101/SRR2140101.fastq.gz
SRR2140105	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/005/SRR2140105/SRR2140105.fastq.gz
SRR2140107	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/007/SRR2140107/SRR2140107.fastq.gz
SRR2140108	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/008/SRR2140108/SRR2140108.fastq.gz
SRR2140115	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/005/SRR2140115/SRR2140115.fastq.gz
SRR2140118	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/008/SRR2140118/SRR2140118.fastq.gz
SRR2140119	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/009/SRR2140119/SRR2140119.fastq.gz
SRR2140123	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/003/SRR2140123/SRR2140123.fastq.gz
SRR2140125	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/005/SRR2140125/SRR2140125.fastq.gz
SRR2140136	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/006/SRR2140136/SRR2140136.fastq.gz
SRR2140141	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/001/SRR2140141/SRR2140141.fastq.gz
SRR2140143	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/003/SRR2140143/SRR2140143.fastq.gz
SRR2140146	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/006/SRR2140146/SRR2140146.fastq.gz
SRR2140148	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/008/SRR2140148/SRR2140148.fastq.gz
SRR2140149	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/009/SRR2140149/SRR2140149.fastq.gz
SRR2140151	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/001/SRR2140151/SRR2140151.fastq.gz
SRR2140153	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/003/SRR2140153/SRR2140153.fastq.gz
SRR2140154	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/004/SRR2140154/SRR2140154.fastq.gz
SRR2140155	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/005/SRR2140155/SRR2140155.fastq.gz
SRR2140160	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/000/SRR2140160/SRR2140160.fastq.gz
SRR2140161	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/001/SRR2140161/SRR2140161.fastq.gz
SRR2140163	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/003/SRR2140163/SRR2140163.fastq.gz
SRR2140168	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/008/SRR2140168/SRR2140168.fastq.gz
SRR2140169	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/009/SRR2140169/SRR2140169.fastq.gz
SRR2140171	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/001/SRR2140171/SRR2140171.fastq.gz
SRR2140175	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/005/SRR2140175/SRR2140175.fastq.gz
SRR2140176	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/006/SRR2140176/SRR2140176.fastq.gz
SRR2140178	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/008/SRR2140178/SRR2140178.fastq.gz
SRR2140180	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/000/SRR2140180/SRR2140180.fastq.gz
SRR2140181	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/001/SRR2140181/SRR2140181.fastq.gz
SRR2140183	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/003/SRR2140183/SRR2140183.fastq.gz
SRR2140189	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/009/SRR2140189/SRR2140189.fastq.gz
SRR2140191	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/001/SRR2140191/SRR2140191.fastq.gz
SRR2140194	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/004/SRR2140194/SRR2140194.fastq.gz
SRR2140197	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/007/SRR2140197/SRR2140197.fastq.gz
SRR2140200	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/000/SRR2140200/SRR2140200.fastq.gz
SRR2140204	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/004/SRR2140204/SRR2140204.fastq.gz
SRR2140206	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/006/SRR2140206/SRR2140206.fastq.gz
SRR2140211	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/001/SRR2140211/SRR2140211.fastq.gz
SRR2140214	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/004/SRR2140214/SRR2140214.fastq.gz
SRR2140215	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/005/SRR2140215/SRR2140215.fastq.gz
SRR2140218	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/008/SRR2140218/SRR2140218.fastq.gz
SRR2140221	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/001/SRR2140221/SRR2140221.fastq.gz
SRR2140222	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/002/SRR2140222/SRR2140222.fastq.gz
SRR2140226	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/006/SRR2140226/SRR2140226.fastq.gz
SRR2140227	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/007/SRR2140227/SRR2140227.fastq.gz
SRR2140228	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/008/SRR2140228/SRR2140228.fastq.gz
SRR2140229	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/009/SRR2140229/SRR2140229.fastq.gz
SRR2140231	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/001/SRR2140231/SRR2140231.fastq.gz
SRR2140232	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/002/SRR2140232/SRR2140232.fastq.gz
SRR2140235	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/005/SRR2140235/SRR2140235.fastq.gz
SRR2140236	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/006/SRR2140236/SRR2140236.fastq.gz
SRR2140239	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/009/SRR2140239/SRR2140239.fastq.gz
SRR2140242	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/002/SRR2140242/SRR2140242.fastq.gz
SRR2140247	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/007/SRR2140247/SRR2140247.fastq.gz
SRR2140251	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/001/SRR2140251/SRR2140251.fastq.gz
SRR2140252	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/002/SRR2140252/SRR2140252.fastq.gz
SRR2140253	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/003/SRR2140253/SRR2140253.fastq.gz
SRR2140254	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/004/SRR2140254/SRR2140254.fastq.gz
SRR2140258	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/008/SRR2140258/SRR2140258.fastq.gz
SRR2140259	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/009/SRR2140259/SRR2140259.fastq.gz
SRR2140262	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/002/SRR2140262/SRR2140262.fastq.gz
SRR2140265	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/005/SRR2140265/SRR2140265.fastq.gz
SRR2140266	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/006/SRR2140266/SRR2140266.fastq.gz
SRR2140267	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/007/SRR2140267/SRR2140267.fastq.gz
SRR2140269	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/009/SRR2140269/SRR2140269.fastq.gz
SRR2140270	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/000/SRR2140270/SRR2140270.fastq.gz
SRR2140272	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/002/SRR2140272/SRR2140272.fastq.gz
SRR2140283	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/003/SRR2140283/SRR2140283.fastq.gz
SRR2140284	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/004/SRR2140284/SRR2140284.fastq.gz
SRR2140287	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/007/SRR2140287/SRR2140287.fastq.gz
SRR2140290	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/000/SRR2140290/SRR2140290.fastq.gz
SRR2140291	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/001/SRR2140291/SRR2140291.fastq.gz
SRR2140302	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/002/SRR2140302/SRR2140302.fastq.gz
SRR2140303	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/003/SRR2140303/SRR2140303.fastq.gz
SRR2140308	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/008/SRR2140308/SRR2140308.fastq.gz
SRR2140310	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/000/SRR2140310/SRR2140310.fastq.gz
SRR2140311	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/001/SRR2140311/SRR2140311.fastq.gz
SRR2140313	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/003/SRR2140313/SRR2140313.fastq.gz
SRR2140314	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/004/SRR2140314/SRR2140314.fastq.gz
SRR2140318	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/008/SRR2140318/SRR2140318.fastq.gz
SRR2140325	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/005/SRR2140325/SRR2140325.fastq.gz
SRR2140327	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/007/SRR2140327/SRR2140327.fastq.gz
SRR2140330	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/000/SRR2140330/SRR2140330.fastq.gz
SRR2140331	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/001/SRR2140331/SRR2140331.fastq.gz
SRR2140332	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/002/SRR2140332/SRR2140332.fastq.gz
SRR2140334	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/004/SRR2140334/SRR2140334.fastq.gz
SRR2140335	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/005/SRR2140335/SRR2140335.fastq.gz
SRR2140336	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/006/SRR2140336/SRR2140336.fastq.gz
SRR2140339	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/009/SRR2140339/SRR2140339.fastq.gz
SRR2140342	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/002/SRR2140342/SRR2140342.fastq.gz
SRR2140346	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/006/SRR2140346/SRR2140346.fastq.gz
SRR2140351	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/001/SRR2140351/SRR2140351.fastq.gz
SRR2140354	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/004/SRR2140354/SRR2140354.fastq.gz
SRR2140362	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/002/SRR2140362/SRR2140362.fastq.gz
SRR2140365	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/005/SRR2140365/SRR2140365.fastq.gz
SRR2140371	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/001/SRR2140371/SRR2140371.fastq.gz
SRR2140372	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/002/SRR2140372/SRR2140372.fastq.gz
SRR2140373	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/003/SRR2140373/SRR2140373.fastq.gz
SRR2140374	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/004/SRR2140374/SRR2140374.fastq.gz
SRR2140381	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/001/SRR2140381/SRR2140381.fastq.gz
SRR2140383	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/003/SRR2140383/SRR2140383.fastq.gz
SRR2140384	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/004/SRR2140384/SRR2140384.fastq.gz
SRR2140385	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/005/SRR2140385/SRR2140385.fastq.gz
SRR2140390	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/000/SRR2140390/SRR2140390.fastq.gz
SRR2140393	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/003/SRR2140393/SRR2140393.fastq.gz
SRR2140397	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/007/SRR2140397/SRR2140397.fastq.gz
SRR2140401	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/001/SRR2140401/SRR2140401.fastq.gz
SRR2140406	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/006/SRR2140406/SRR2140406.fastq.gz
SRR2140407	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/007/SRR2140407/SRR2140407.fastq.gz
SRR2140408	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/008/SRR2140408/SRR2140408.fastq.gz
SRR2140411	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/001/SRR2140411/SRR2140411.fastq.gz
SRR2140412	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/002/SRR2140412/SRR2140412.fastq.gz
SRR2138604	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2138604/SRR2138604.fastq.gz
SRR2138605	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2138605/SRR2138605.fastq.gz
SRR2138611	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/001/SRR2138611/SRR2138611.fastq.gz
SRR2138612	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2138612/SRR2138612.fastq.gz
SRR2138613	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2138613/SRR2138613.fastq.gz
SRR2138614	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2138614/SRR2138614.fastq.gz
SRR2138615	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2138615/SRR2138615.fastq.gz
SRR2138616	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2138616/SRR2138616.fastq.gz
SRR2138618	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2138618/SRR2138618.fastq.gz
SRR2138622	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2138622/SRR2138622.fastq.gz
SRR2138623	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2138623/SRR2138623.fastq.gz
SRR2138625	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2138625/SRR2138625.fastq.gz
SRR2138628	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2138628/SRR2138628.fastq.gz
SRR2138630	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/000/SRR2138630/SRR2138630.fastq.gz
SRR2138636	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2138636/SRR2138636.fastq.gz
SRR2138637	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/007/SRR2138637/SRR2138637.fastq.gz
SRR2138647	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/007/SRR2138647/SRR2138647.fastq.gz
SRR2138648	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2138648/SRR2138648.fastq.gz
SRR2138649	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2138649/SRR2138649.fastq.gz
SRR2138651	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/001/SRR2138651/SRR2138651.fastq.gz
SRR2138653	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2138653/SRR2138653.fastq.gz
SRR2138655	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2138655/SRR2138655.fastq.gz
SRR2138656	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2138656/SRR2138656.fastq.gz
SRR2138657	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/007/SRR2138657/SRR2138657.fastq.gz
SRR2138658	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2138658/SRR2138658.fastq.gz
SRR2138660	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/000/SRR2138660/SRR2138660.fastq.gz
SRR2138666	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2138666/SRR2138666.fastq.gz
SRR2138670	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/000/SRR2138670/SRR2138670.fastq.gz
SRR2138675	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2138675/SRR2138675.fastq.gz
SRR2138676	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2138676/SRR2138676.fastq.gz
SRR2138677	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/007/SRR2138677/SRR2138677.fastq.gz
SRR2138679	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2138679/SRR2138679.fastq.gz
SRR2138680	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/000/SRR2138680/SRR2138680.fastq.gz
SRR2138685	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2138685/SRR2138685.fastq.gz
SRR2138687	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/007/SRR2138687/SRR2138687.fastq.gz
SRR2138689	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2138689/SRR2138689.fastq.gz
SRR2138692	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2138692/SRR2138692.fastq.gz
SRR2138693	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2138693/SRR2138693.fastq.gz
SRR2138695	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2138695/SRR2138695.fastq.gz
SRR2138696	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2138696/SRR2138696.fastq.gz
SRR2138708	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2138708/SRR2138708.fastq.gz
SRR2138709	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2138709/SRR2138709.fastq.gz
SRR2138715	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2138715/SRR2138715.fastq.gz
SRR2138718	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2138718/SRR2138718.fastq.gz
SRR2138723	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2138723/SRR2138723.fastq.gz
SRR2138725	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2138725/SRR2138725.fastq.gz
SRR2138727	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/007/SRR2138727/SRR2138727.fastq.gz
SRR2138735	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2138735/SRR2138735.fastq.gz
SRR2138736	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2138736/SRR2138736.fastq.gz
SRR2138738	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2138738/SRR2138738.fastq.gz
SRR2138739	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2138739/SRR2138739.fastq.gz
SRR2138740	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/000/SRR2138740/SRR2138740.fastq.gz
SRR2138742	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2138742/SRR2138742.fastq.gz
SRR2138743	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2138743/SRR2138743.fastq.gz
SRR2138748	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2138748/SRR2138748.fastq.gz
SRR2138750	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/000/SRR2138750/SRR2138750.fastq.gz
SRR2138752	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2138752/SRR2138752.fastq.gz
SRR2138754	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2138754/SRR2138754.fastq.gz
SRR2138755	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2138755/SRR2138755.fastq.gz
SRR2138757	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/007/SRR2138757/SRR2138757.fastq.gz
SRR2138759	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2138759/SRR2138759.fastq.gz
SRR2138765	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2138765/SRR2138765.fastq.gz
SRR2138770	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/000/SRR2138770/SRR2138770.fastq.gz
SRR2138771	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/001/SRR2138771/SRR2138771.fastq.gz
SRR2138775	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2138775/SRR2138775.fastq.gz
SRR2138776	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2138776/SRR2138776.fastq.gz
SRR2138777	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/007/SRR2138777/SRR2138777.fastq.gz
SRR2138788	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2138788/SRR2138788.fastq.gz
SRR2138793	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2138793/SRR2138793.fastq.gz
SRR2138795	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2138795/SRR2138795.fastq.gz
SRR2138804	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2138804/SRR2138804.fastq.gz
SRR2138805	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2138805/SRR2138805.fastq.gz
SRR2138806	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2138806/SRR2138806.fastq.gz
SRR2138809	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2138809/SRR2138809.fastq.gz
SRR2138813	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2138813/SRR2138813.fastq.gz
SRR2138814	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2138814/SRR2138814.fastq.gz
SRR2138816	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2138816/SRR2138816.fastq.gz
SRR2138818	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2138818/SRR2138818.fastq.gz
SRR2138822	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2138822/SRR2138822.fastq.gz
SRR2138823	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2138823/SRR2138823.fastq.gz
SRR2138824	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2138824/SRR2138824.fastq.gz
SRR2138831	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/001/SRR2138831/SRR2138831.fastq.gz
SRR2138835	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2138835/SRR2138835.fastq.gz
