run_accession	fastq_ftp
SRR2139308	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2139308/SRR2139308.fastq.gz
SRR2139314	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2139314/SRR2139314.fastq.gz
SRR2139316	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2139316/SRR2139316.fastq.gz
SRR2139317	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/007/SRR2139317/SRR2139317.fastq.gz
SRR2139318	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2139318/SRR2139318.fastq.gz
SRR2139322	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2139322/SRR2139322.fastq.gz
SRR2139325	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2139325/SRR2139325.fastq.gz
SRR2139332	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2139332/SRR2139332.fastq.gz
SRR2139333	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2139333/SRR2139333.fastq.gz
SRR2139334	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2139334/SRR2139334.fastq.gz
SRR2139335	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2139335/SRR2139335.fastq.gz
SRR2139336	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2139336/SRR2139336.fastq.gz
SRR2139346	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2139346/SRR2139346.fastq.gz
SRR2139348	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2139348/SRR2139348.fastq.gz
SRR2139350	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/000/SRR2139350/SRR2139350.fastq.gz
SRR2139351	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/001/SRR2139351/SRR2139351.fastq.gz
SRR2139353	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2139353/SRR2139353.fastq.gz
SRR2139354	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2139354/SRR2139354.fastq.gz
SRR2139356	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2139356/SRR2139356.fastq.gz
SRR2139358	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2139358/SRR2139358.fastq.gz
SRR2139359	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2139359/SRR2139359.fastq.gz
SRR2139360	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/000/SRR2139360/SRR2139360.fastq.gz
SRR2139366	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2139366/SRR2139366.fastq.gz
SRR2139374	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2139374/SRR2139374.fastq.gz
SRR2139376	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2139376/SRR2139376.fastq.gz
SRR2139383	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2139383/SRR2139383.fastq.gz
SRR2139387	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/007/SRR2139387/SRR2139387.fastq.gz
SRR2139392	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2139392/SRR2139392.fastq.gz
SRR2139394	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2139394/SRR2139394.fastq.gz
SRR2139395	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2139395/SRR2139395.fastq.gz
SRR2139396	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2139396/SRR2139396.fastq.gz
SRR2139402	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2139402/SRR2139402.fastq.gz
SRR2139412	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2139412/SRR2139412.fastq.gz
SRR2139417	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/007/SRR2139417/SRR2139417.fastq.gz
SRR2139418	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2139418/SRR2139418.fastq.gz
SRR2139421	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/001/SRR2139421/SRR2139421.fastq.gz
SRR2139426	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2139426/SRR2139426.fastq.gz
SRR2139432	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2139432/SRR2139432.fastq.gz
SRR2139434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2139434/SRR2139434.fastq.gz
SRR2139435	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2139435/SRR2139435.fastq.gz
SRR2139436	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2139436/SRR2139436.fastq.gz
SRR2139437	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/007/SRR2139437/SRR2139437.fastq.gz
SRR2139438	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2139438/SRR2139438.fastq.gz
SRR2139439	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2139439/SRR2139439.fastq.gz
SRR2139441	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/001/SRR2139441/SRR2139441.fastq.gz
SRR2139443	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2139443/SRR2139443.fastq.gz
SRR2139444	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2139444/SRR2139444.fastq.gz
SRR2139445	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2139445/SRR2139445.fastq.gz
SRR2139447	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/007/SRR2139447/SRR2139447.fastq.gz
SRR2139450	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/000/SRR2139450/SRR2139450.fastq.gz
SRR2139451	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/001/SRR2139451/SRR2139451.fastq.gz
SRR2139459	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2139459/SRR2139459.fastq.gz
SRR2139462	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2139462/SRR2139462.fastq.gz
SRR2139465	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2139465/SRR2139465.fastq.gz
SRR2139466	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2139466/SRR2139466.fastq.gz
SRR2139469	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2139469/SRR2139469.fastq.gz
SRR2139470	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/000/SRR2139470/SRR2139470.fastq.gz
SRR2139471	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/001/SRR2139471/SRR2139471.fastq.gz
SRR2139474	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2139474/SRR2139474.fastq.gz
SRR2139481	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/001/SRR2139481/SRR2139481.fastq.gz
SRR2139482	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2139482/SRR2139482.fastq.gz
SRR2139483	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2139483/SRR2139483.fastq.gz
SRR2139492	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2139492/SRR2139492.fastq.gz
SRR2139501	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/001/SRR2139501/SRR2139501.fastq.gz
SRR2139502	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2139502/SRR2139502.fastq.gz
SRR2139508	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2139508/SRR2139508.fastq.gz
SRR2139514	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2139514/SRR2139514.fastq.gz
SRR2139522	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2139522/SRR2139522.fastq.gz
SRR2139528	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2139528/SRR2139528.fastq.gz
SRR2139529	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2139529/SRR2139529.fastq.gz
SRR2139530	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/000/SRR2139530/SRR2139530.fastq.gz
SRR2139532	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2139532/SRR2139532.fastq.gz
SRR2139545	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2139545/SRR2139545.fastq.gz
SRR2139546	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2139546/SRR2139546.fastq.gz
SRR2139550	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/000/SRR2139550/SRR2139550.fastq.gz
SRR2139551	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/001/SRR2139551/SRR2139551.fastq.gz
SRR2139560	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/000/SRR2139560/SRR2139560.fastq.gz
SRR2139566	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2139566/SRR2139566.fastq.gz
SRR2139567	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/007/SRR2139567/SRR2139567.fastq.gz
SRR2139568	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2139568/SRR2139568.fastq.gz
SRR2139570	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/000/SRR2139570/SRR2139570.fastq.gz
SRR2139573	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2139573/SRR2139573.fastq.gz
SRR2139575	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2139575/SRR2139575.fastq.gz
SRR2139579	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2139579/SRR2139579.fastq.gz
SRR2139583	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2139583/SRR2139583.fastq.gz
SRR2139585	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2139585/SRR2139585.fastq.gz
SRR2139593	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2139593/SRR2139593.fastq.gz
SRR2139594	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2139594/SRR2139594.fastq.gz
SRR2139599	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2139599/SRR2139599.fastq.gz
SRR2139604	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2139604/SRR2139604.fastq.gz
SRR2139605	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2139605/SRR2139605.fastq.gz
SRR2139610	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/000/SRR2139610/SRR2139610.fastq.gz
SRR2139615	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2139615/SRR2139615.fastq.gz
SRR2139616	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2139616/SRR2139616.fastq.gz
SRR2139619	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2139619/SRR2139619.fastq.gz
SRR2139622	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2139622/SRR2139622.fastq.gz
SRR2139624	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2139624/SRR2139624.fastq.gz
SRR2139628	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2139628/SRR2139628.fastq.gz
SRR2139637	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/007/SRR2139637/SRR2139637.fastq.gz
SRR2139638	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2139638/SRR2139638.fastq.gz
SRR2139641	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/001/SRR2139641/SRR2139641.fastq.gz
SRR2139642	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2139642/SRR2139642.fastq.gz
SRR2139643	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2139643/SRR2139643.fastq.gz
SRR2139644	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2139644/SRR2139644.fastq.gz
SRR2139645	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2139645/SRR2139645.fastq.gz
SRR2139646	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2139646/SRR2139646.fastq.gz
SRR2139650	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/000/SRR2139650/SRR2139650.fastq.gz
SRR2139654	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2139654/SRR2139654.fastq.gz
SRR2139656	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2139656/SRR2139656.fastq.gz
SRR2139657	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/007/SRR2139657/SRR2139657.fastq.gz
SRR2139659	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2139659/SRR2139659.fastq.gz
SRR2139660	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/000/SRR2139660/SRR2139660.fastq.gz
SRR2139663	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2139663/SRR2139663.fastq.gz
SRR2139664	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2139664/SRR2139664.fastq.gz
SRR2139665	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2139665/SRR2139665.fastq.gz
SRR2139667	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/007/SRR2139667/SRR2139667.fastq.gz
SRR2139669	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2139669/SRR2139669.fastq.gz
SRR2139672	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2139672/SRR2139672.fastq.gz
SRR2139673	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2139673/SRR2139673.fastq.gz
SRR2139676	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2139676/SRR2139676.fastq.gz
SRR2139680	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/000/SRR2139680/SRR2139680.fastq.gz
SRR2139683	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2139683/SRR2139683.fastq.gz
SRR2139684	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2139684/SRR2139684.fastq.gz
SRR2139687	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/007/SRR2139687/SRR2139687.fastq.gz
SRR2139689	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2139689/SRR2139689.fastq.gz
SRR2139693	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2139693/SRR2139693.fastq.gz
SRR2139695	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2139695/SRR2139695.fastq.gz
SRR2139700	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/000/SRR2139700/SRR2139700.fastq.gz
SRR2139701	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/001/SRR2139701/SRR2139701.fastq.gz
SRR2139704	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2139704/SRR2139704.fastq.gz
SRR2139705	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2139705/SRR2139705.fastq.gz
SRR2139709	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2139709/SRR2139709.fastq.gz
SRR2139710	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/000/SRR2139710/SRR2139710.fastq.gz
SRR2139712	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2139712/SRR2139712.fastq.gz
SRR2139713	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2139713/SRR2139713.fastq.gz
SRR2139716	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2139716/SRR2139716.fastq.gz
SRR2139722	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2139722/SRR2139722.fastq.gz
SRR2139723	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2139723/SRR2139723.fastq.gz
SRR2139725	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2139725/SRR2139725.fastq.gz
SRR2139729	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2139729/SRR2139729.fastq.gz
SRR2139734	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2139734/SRR2139734.fastq.gz
SRR2139735	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2139735/SRR2139735.fastq.gz
SRR2139736	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2139736/SRR2139736.fastq.gz
SRR2139737	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/007/SRR2139737/SRR2139737.fastq.gz
SRR2139738	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2139738/SRR2139738.fastq.gz
SRR2139741	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/001/SRR2139741/SRR2139741.fastq.gz
SRR2139745	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2139745/SRR2139745.fastq.gz
SRR2139749	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2139749/SRR2139749.fastq.gz
SRR2139752	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2139752/SRR2139752.fastq.gz
SRR2139754	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2139754/SRR2139754.fastq.gz
SRR2139755	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2139755/SRR2139755.fastq.gz
SRR2139756	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2139756/SRR2139756.fastq.gz
SRR2139759	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2139759/SRR2139759.fastq.gz
SRR2139765	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2139765/SRR2139765.fastq.gz
SRR2139767	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/007/SRR2139767/SRR2139767.fastq.gz
SRR2139770	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/000/SRR2139770/SRR2139770.fastq.gz
SRR2139771	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/001/SRR2139771/SRR2139771.fastq.gz
SRR2139773	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2139773/SRR2139773.fastq.gz
SRR2139778	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2139778/SRR2139778.fastq.gz
SRR2139780	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/000/SRR2139780/SRR2139780.fastq.gz
SRR2139781	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/001/SRR2139781/SRR2139781.fastq.gz
SRR2139782	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2139782/SRR2139782.fastq.gz
SRR2139783	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2139783/SRR2139783.fastq.gz
SRR2139787	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/007/SRR2139787/SRR2139787.fastq.gz
SRR2139789	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2139789/SRR2139789.fastq.gz
SRR2139794	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2139794/SRR2139794.fastq.gz
SRR2139795	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2139795/SRR2139795.fastq.gz
SRR2139796	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2139796/SRR2139796.fastq.gz
SRR2139797	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/007/SRR2139797/SRR2139797.fastq.gz
SRR2139799	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2139799/SRR2139799.fastq.gz
SRR2139806	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2139806/SRR2139806.fastq.gz
SRR2139809	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2139809/SRR2139809.fastq.gz
SRR2139812	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2139812/SRR2139812.fastq.gz
SRR2139813	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2139813/SRR2139813.fastq.gz
SRR2139820	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/000/SRR2139820/SRR2139820.fastq.gz
SRR2139823	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2139823/SRR2139823.fastq.gz
SRR2139824	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2139824/SRR2139824.fastq.gz
SRR2139830	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/000/SRR2139830/SRR2139830.fastq.gz
SRR2139835	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2139835/SRR2139835.fastq.gz
SRR2139836	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2139836/SRR2139836.fastq.gz
SRR2139838	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2139838/SRR2139838.fastq.gz
SRR2139840	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/000/SRR2139840/SRR2139840.fastq.gz
SRR2139846	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2139846/SRR2139846.fastq.gz
SRR2139848	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2139848/SRR2139848.fastq.gz
SRR2139851	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/001/SRR2139851/SRR2139851.fastq.gz
SRR2139854	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2139854/SRR2139854.fastq.gz
SRR2139855	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2139855/SRR2139855.fastq.gz
SRR2139862	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2139862/SRR2139862.fastq.gz
SRR2139864	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2139864/SRR2139864.fastq.gz
SRR2139867	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/007/SRR2139867/SRR2139867.fastq.gz
SRR2139869	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2139869/SRR2139869.fastq.gz
SRR2139871	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/001/SRR2139871/SRR2139871.fastq.gz
SRR2139872	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2139872/SRR2139872.fastq.gz
SRR2139873	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2139873/SRR2139873.fastq.gz
SRR2139876	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2139876/SRR2139876.fastq.gz
SRR2139879	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2139879/SRR2139879.fastq.gz
SRR2139881	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/001/SRR2139881/SRR2139881.fastq.gz
SRR2139884	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2139884/SRR2139884.fastq.gz
SRR2139885	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2139885/SRR2139885.fastq.gz
SRR2139887	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/007/SRR2139887/SRR2139887.fastq.gz
SRR2139889	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2139889/SRR2139889.fastq.gz
SRR2139895	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2139895/SRR2139895.fastq.gz
SRR2139896	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/006/SRR2139896/SRR2139896.fastq.gz
SRR2139899	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2139899/SRR2139899.fastq.gz
SRR2139903	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2139903/SRR2139903.fastq.gz
SRR2139904	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2139904/SRR2139904.fastq.gz
SRR2139907	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/007/SRR2139907/SRR2139907.fastq.gz
SRR2139908	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2139908/SRR2139908.fastq.gz
SRR2139910	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/000/SRR2139910/SRR2139910.fastq.gz
SRR2139912	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2139912/SRR2139912.fastq.gz
SRR2139921	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/001/SRR2139921/SRR2139921.fastq.gz
SRR2139925	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2139925/SRR2139925.fastq.gz
SRR2139928	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2139928/SRR2139928.fastq.gz
SRR2139931	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/001/SRR2139931/SRR2139931.fastq.gz
SRR2139932	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2139932/SRR2139932.fastq.gz
SRR2139937	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/007/SRR2139937/SRR2139937.fastq.gz
SRR2139940	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/000/SRR2139940/SRR2139940.fastq.gz
SRR2139948	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2139948/SRR2139948.fastq.gz
SRR2139953	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2139953/SRR2139953.fastq.gz
SRR2139955	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2139955/SRR2139955.fastq.gz
SRR2139959	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2139959/SRR2139959.fastq.gz
SRR2139961	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/001/SRR2139961/SRR2139961.fastq.gz
SRR2139962	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2139962/SRR2139962.fastq.gz
SRR2139965	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2139965/SRR2139965.fastq.gz
SRR2139968	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2139968/SRR2139968.fastq.gz
SRR2139969	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/009/SRR2139969/SRR2139969.fastq.gz
SRR2139972	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/002/SRR2139972/SRR2139972.fastq.gz
SRR2139973	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/003/SRR2139973/SRR2139973.fastq.gz
SRR2139977	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/007/SRR2139977/SRR2139977.fastq.gz
SRR2139978	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/008/SRR2139978/SRR2139978.fastq.gz
SRR2139981	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/001/SRR2139981/SRR2139981.fastq.gz
SRR2139984	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/004/SRR2139984/SRR2139984.fastq.gz
SRR2139985	ftp.sra.ebi.ac.uk/vol1/fastq/SRR213/005/SRR2139985/SRR2139985.fastq.gz
